ROUTE_ID,TRIP_ID,TRIP_HEADSIGN,DIRECTION_ID,AGENCY_ID,ROUTE_SHORT_NAME,ROUTE_LONG_NAME,STOP_ID,STOP_SEQUENCE,STOP_HEADSIGN,STOP_NAME,STOP_LAT,STOP_LON
93-RED-y11-19,23.MF-BH.93-RED-y11-19.9.I,,1,10000,RED,,822GA00402,21,,Four Courts,53.3468876006718,-6.27364394754555
93-RED-y11-19,23.MF-BH.93-RED-y11-19.9.I,,1,10000,RED,,822GA00405,22,,Jervis,53.3477099552136,-6.26527436979355
93-RED-y11-19,23.MF-BH.93-RED-y11-19.9.I,,1,10000,RED,,822GA00409,23,,Abbey Street,53.3485908878241,-6.25849427156767
93-RED-y11-19,23.MF-BH.93-RED-y11-19.9.I,,1,10000,RED,,822GA00421,24,,Busáras,53.350151920675,-6.25153583898202
93-RED-y11-19,23.MF-BH.93-RED-y11-19.9.I,,1,10000,RED,,822GA00428,25,,George's Dock,53.3494735278055,-6.24756798954507
93-RED-y11-19,23.MF-BH.93-RED-y11-19.9.I,,1,10000,RED,,822GA00431,26,,Mayor Square - NCI,53.3492035667048,-6.24326802932614
93-RED-y11-19,23.MF-BH.93-RED-y11-19.9.I,,1,10000,RED,,822GA00434,27,,Spencer Dock,53.3488253393425,-6.23712501166335
93-RED-y11-19,23.MF-BH.93-RED-y11-19.9.I,,1,10000,RED,,822GA00437,28,,The Point,53.3483482128401,-6.22918370093486
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00436,1,,The Point,53.3482763518163,-6.22918667965203
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00433,2,,Spencer Dock,53.3487804260142,-6.23712686504901
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00430,3,,Mayor Square - NCI,53.349167635926,-6.24326950689028
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00427,4,,George's Dock,53.3494286142306,-6.24756983199847
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00420,5,,Busáras,53.3501166497202,-6.25158234663213
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00408,6,,Abbey Street,53.3485637204018,-6.25848035827565
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00404,7,,Jervis,53.347683006807,-6.26527546402981
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00401,8,,Four Courts,53.3468518865036,-6.27366041080427
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00398,9,,Smithfield,53.3471135023706,-6.27808080493654
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00389,10,,Museum,53.3478792135231,-6.28694206472106
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00386,11,,Heuston,53.3466812805486,-6.29178148979062
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00381,12,,James's,53.341812608786,-6.29323766222319
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00378,13,,Fatima,53.3384174486802,-6.29277257068145
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00375,14,,Rialto,53.3378991889529,-6.29738845667394
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00372,15,,Suir Road,53.3365921771546,-6.30723125795761
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00369,16,,Goldenbridge,53.3359142851229,-6.31330963762208
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00366,17,,Drimnagh,53.3353461945094,-6.31827231820974
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00363,18,,Blackhorse,53.3342630170616,-6.32753451321291
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00360,19,,Bluebell,53.3292817872848,-6.33382500275913
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,822GA00356,20,,Kylemore,53.3265889562733,-6.34376337103715
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,823GA00353,21,,Red Cow,53.3167459644463,-6.36978055275246
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,823GA00350,22,,Kingswood,53.3036450480899,-6.36544815713671
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,823GA00347,23,,Belgard,53.2992453188551,-6.37497819204133
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,823GA00392,24,,Fettercairn,53.2933175201817,-6.39587472807754
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,823GA00395,25,,Cheeverstown,53.2910061402448,-6.40649150960108
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,823GA00412,26,,Citywest Campus,53.2877997570864,-6.41882011133546
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,823GA00415,27,,Fortunestown,53.2842559530273,-6.42474013039954
93-RED-y11-19,261.MF-BH.93-RED-y11-19.58.O,,0,10000,RED,,823GA00418,28,,Saggart,53.2847775062226,-6.43773921457576
