ROUTE_ID,TRIP_ID,TRIP_HEADSIGN,DIRECTION_ID,AGENCY_ID,ROUTE_SHORT_NAME,ROUTE_LONG_NAME,STOP_ID,STOP_SEQUENCE,STOP_HEADSIGN,SHAPE_DIST_TRAVELED,STOP_NAME,STOP_LAT,STOP_LON
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB004667,71, Grange Castle IAWS,25290.4,"St John's Estate, stop 4667",53.3174788209986,-6.40134776332138
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB004668,72, Grange Castle IAWS,25757.35,"Cherrywood Avenue, stop 4668",53.3203385342897,-6.4061643228607
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB004677,73, Grange Castle IAWS,26333.4,"Bawnogue Road, stop 4677",53.3230137745304,-6.4099675950714
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002136,74, Grange Castle IAWS,26609.16,"Bawnogue Church, stop 2136",53.3249264980418,-6.41253860584035
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002137,75, Grange Castle IAWS,26770.37,"Lindisfarne, stop 2137",53.3263979956783,-6.41234886015546
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB007201,76, Grange Castle IAWS,26971.91,"Lindisfarne Park, stop 7201",53.3281014584419,-6.41135478361725
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002138,77, Grange Castle IAWS,27198.72,"Lindisfarne Drive, stop 2138",53.3285582266326,-6.41393512993322
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002139,78, Grange Castle IAWS,27412.93,"Melrose, stop 2139",53.3287172666108,-6.41711208196643
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002140,79, Grange Castle IAWS,27778.7,"Deansrath Grove, stop 2140",53.3295498464203,-6.42229102308286
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002141,80, Grange Castle IAWS,27998.48,"St Cuthberts Road, stop 2141",53.3284075708911,-6.42426989449739
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002142,81, Grange Castle IAWS,28139.81,"Kilmahuddrick Estate, stop 2142",53.3272019252862,-6.42485479176684
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002143,82, Grange Castle IAWS,28390.76,"Grange View, stop 2143",53.3250593390441,-6.42595454555005
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002145,83, Grange Castle IAWS,28650.51,"St Ronan's, stop 2145",53.3231270229853,-6.42459958300617
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB004670,84, Grange Castle IAWS,28916.98,"St Cuthberts Court, stop 4670",53.3212285005731,-6.42240288968382
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002165,85, Grange Castle IAWS,29143.39,"Rath Gael Estate, stop 2165",53.3202109978019,-6.42430171923575
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002166,86, Grange Castle IAWS,29306.45,"Castlegrange, stop 2166",53.3199641927968,-6.42671246968373
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB002167,87, Grange Castle IAWS,29943.82,"Grange Castle GC, stop 2167",53.3182214010191,-6.4356623410922
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB003383,88, Grange Castle IAWS,30608.95,"Kilcarberry, stop 3383",53.3184848205703,-6.44549914065893
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB003384,89, Grange Castle IAWS,30943.26,"Ballybane Green, stop 3384",53.3195769036816,-6.44999252074413
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB007230,90, Grange Castle IAWS,35243.28,"Cuisine de France, stop 7230",53.3223763429667,-6.4537789442073
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB004552,91, Grange Castle IAWS,37214.42,"Grange Castle Park, stop 4552",53.3250858126651,-6.43959960800997
60-13-b12-1,13242.1.60-13-b12-1.20.O,Harristown Bus Garage - Business Park Bus Terminus,0,978,13,,8230DB004554,92, Grange Castle IAWS,37419.71,"Pfizer, stop 4554",53.326927651407,-6.4395474044763
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB000395,1, Citywest,0.0,"Ringsend Road, stop 395",53.3419400535678,-6.23527645441628
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB000396,2, Citywest,292.56,"Grand Canal Quay, stop 396",53.3424425175736,-6.23947594842615
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB000397,3, Citywest,466.34,"Pearse Square, stop 397",53.342785555443,-6.24201500730756
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB000398,4, Citywest,702.09,"Erne Street, stop 398",53.3432949350384,-6.24547844686784
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB000399,5, Citywest,902.06,"Pearse Station, stop 399",53.3438668221087,-6.2483086014322
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB000400,6, Citywest,1255.93,"Shaw Street, stop 400",53.3448491210166,-6.25338997292405
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB004522,7, Citywest,1813.1,"College Green, stop 4522",53.3442624890487,-6.2606081798795
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB001934,8, Citywest,2139.94,"Dame Street, stop 1934",53.3441183606967,-6.26552532473915
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB002310,9, Citywest,2571.72,"Werburgh Street, stop 2310",53.3424457018012,-6.26979842837399
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB002311,10, Citywest,3135.7,"Kevin Street, stop 2311",53.3382852826653,-6.27049246703827
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB002312,11, Citywest,3516.64,"St Luke's Avenue, stop 2312",53.3388788545774,-6.27548423467158
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB002313,12, Citywest,3714.47,"Ardee Court, stop 2313",53.3387423330578,-6.27847818154424
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB002314,13, Citywest,3878.2,"Cork Street, stop 2314",53.3383536836872,-6.28082149273864
60-77A-b12-1,10000.1.60-77A-b12-1.49.O,Ringsend Road - Bianconi Avenue,0,978,77a,,8220DB002315,14, Citywest,4185.8,"Brickfield Lane, stop 2315",53.3375364314403,-6.28523928429942
